Country-City,Date,Temperature,Timestamp
"USA, Alaska, Unalaska*",วันอาทิตย์ 07:00,5 °C,20/4/2025
"USA, Arkansas, Little Rock*",วันอาทิตย์ 10:00,22 °C,20/4/2025
"USA, California, Los Angeles*",วันอาทิตย์ 08:00,12 °C,20/4/2025
"USA, California, Sacramento*",วันอาทิตย์ 08:00,9 °C,20/4/2025
"USA, California, San Diego*",วันอาทิตย์ 08:00,14 °C,20/4/2025
"USA, California, San Francisco*",วันอาทิตย์ 08:00,12 °C,20/4/2025
"USA, California, San Jose*",วันอาทิตย์ 08:00,12 °C,20/4/2025
"USA, Colorado, Denver*",วันอาทิตย์ 09:00,4 °C,20/4/2025
"USA, Connecticut, Hartford*",วันอาทิตย์ 11:00,13 °C,20/4/2025
"USA, Delaware, Dover*",วันอาทิตย์ 11:00,23 °C,20/4/2025
"USA, District of Columbia, Washington DC*",วันอาทิตย์ 11:00,23 °C,20/4/2025
"USA, Florida, Orlando*",วันอาทิตย์ 11:00,25 °C,20/4/2025
"USA, Florida, Pensacola*",วันอาทิตย์ 10:00,23 °C,20/4/2025
"USA, Hawaii, Honolulu",วันอาทิตย์ 05:00,24 °C,20/4/2025
"USA, Idaho, Boise*",วันอาทิตย์ 09:00,5 °C,20/4/2025
"USA, Illinois, Chicago*",วันอาทิตย์ 10:00,11 °C,20/4/2025
"USA, Indiana, Indianapolis*",วันอาทิตย์ 11:00,11 °C,20/4/2025
"USA, Iowa, Des Moines*",วันอาทิตย์ 10:00,7 °C,20/4/2025
"USA, Kansas, Topeka*",วันอาทิตย์ 10:00,9 °C,20/4/2025
"USA, Kentucky, Louisville*",วันอาทิตย์ 11:00,18 °C,20/4/2025
"USA, Maine, Augusta*",วันอาทิตย์ 11:00,8 °C,20/4/2025
"USA, Maryland, Baltimore*",วันอาทิตย์ 11:00,22 °C,20/4/2025
"USA, Massachusetts, Boston*",วันอาทิตย์ 11:00,14 °C,20/4/2025
"USA, Minnesota, Minneapolis*",วันอาทิตย์ 10:00,4 °C,20/4/2025
"USA, Minnesota, St. Paul*",วันอาทิตย์ 10:00,7 °C,20/4/2025
"USA, Missouri, Kansas City*",วันอาทิตย์ 10:00,11 °C,20/4/2025
"USA, Montana, Billings*",วันอาทิตย์ 09:00,8 °C,20/4/2025
"USA, Nebraska, Lincoln*",วันอาทิตย์ 10:00,8 °C,20/4/2025
"USA, Nevada, Las Vegas*",วันอาทิตย์ 08:00,12 °C,20/4/2025
"USA, New Hampshire, Concord*",วันอาทิตย์ 11:00,11 °C,20/4/2025
"USA, New Jersey, Newark*",วันอาทิตย์ 11:00,16 °C,20/4/2025
"USA, New Mexico, Albuquerque*",วันอาทิตย์ 09:00,2 °C,20/4/2025
"USA, New York, New York*",วันอาทิตย์ 11:00,14 °C,20/4/2025
"USA, North Carolina, Raleigh*",วันอาทิตย์ 11:00,23 °C,20/4/2025
"USA, Ohio, Columbus*",วันอาทิตย์ 11:00,14 °C,20/4/2025
"USA, Oklahoma, Oklahoma City*",วันอาทิตย์ 10:00,14 °C,20/4/2025
"USA, Oregon, Portland*",วันอาทิตย์ 08:00,9 °C,20/4/2025
"USA, Oregon, Salem*",วันอาทิตย์ 08:00,8 °C,20/4/2025
"USA, Pennsylvania, Philadelphia*",วันอาทิตย์ 11:00,19 °C,20/4/2025
"USA, Rhode Island, Providence*",วันอาทิตย์ 11:00,14 °C,20/4/2025
"USA, South Carolina, Columbia*",วันอาทิตย์ 11:00,22 °C,20/4/2025
"USA, South Dakota, Rapid City*",วันอาทิตย์ 09:00,5 °C,20/4/2025
"USA, South Dakota, Sioux Falls*",วันอาทิตย์ 10:00,7 °C,20/4/2025
"USA, Tennessee, Knoxville*",วันอาทิตย์ 11:00,23 °C,20/4/2025
"USA, Tennessee, Nashville*",วันอาทิตย์ 10:00,22 °C,20/4/2025
"USA, Texas, Houston*",วันอาทิตย์ 10:00,26 °C,20/4/2025
"USA, Texas, Midland*",วันอาทิตย์ 10:00,11 °C,20/4/2025
"USA, Utah, Salt Lake City*",วันอาทิตย์ 09:00,9 °C,20/4/2025
"USA, Vermont, Montpelier*",วันอาทิตย์ 11:00,3 °C,20/4/2025
"USA, Virginia, Richmond*",วันอาทิตย์ 11:00,24 °C,20/4/2025
"USA, Washington, Seattle*",วันอาทิตย์ 08:00,9 °C,20/4/2025
"USA, West Virginia, Charleston*",วันอาทิตย์ 11:00,20 °C,20/4/2025
"USA, Wisconsin, Madison*",วันอาทิตย์ 10:00,8 °C,20/4/2025
"USA, Wisconsin, Milwaukee*",วันอาทิตย์ 10:00,8 °C,20/4/2025
"USA, Wyoming, Cheyenne*",วันอาทิตย์ 09:00,3 °C,20/4/2025
"Vanuatu, Port Vila",วันจันทร์ 02:00,21 °C,20/4/2025
"Vietnam, Hanoi",วันอาทิตย์ 22:00,26 °C,20/4/2025
"Zimbabwe, Harare",วันอาทิตย์ 17:00,19 °C,20/4/2025
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
"Albania, Tirana*",วันจันทร์ 17:00,25 °C,2025-04-21
"Algeria, Algiers",วันจันทร์ 16:00,20 °C,2025-04-21
"Angola, Luanda",วันจันทร์ 16:00,29 °C,2025-04-21
"Antigua and Barbuda, Saint John's",วันจันทร์ 11:00,28 °C,2025-04-21
"Argentina, Buenos Aires",วันจันทร์ 12:00,17 °C,2025-04-21
"Argentina, Córdoba, Córdoba",วันจันทร์ 12:00,19 °C,2025-04-21
"Armenia, Yerevan",วันจันทร์ 19:00,20 °C,2025-04-21
"Australia, Australian Capital Territory, Canberra",วันอังคาร 01:00,11 °C,2025-04-21
"Australia, New South Wales, Sydney",วันอังคาร 01:00,18 °C,2025-04-21
"Australia, Northern Territory, Alice Springs",วันอังคาร 00:30,11 °C,2025-04-21
"Australia, Northern Territory, Darwin",วันอังคาร 00:30,26 °C,2025-04-21
"Australia, Queensland, Brisbane",วันอังคาร 01:00,20 °C,2025-04-21
"Australia, Queensland, Cairns",วันอังคาร 01:00,24 °C,2025-04-21
"Australia, South Australia, Adelaide",วันอังคาร 00:30,16 °C,2025-04-21
"Australia, Tasmania, Hobart",วันอังคาร 01:00,13 °C,2025-04-21
"Australia, Victoria, Melbourne",วันอังคาร 01:00,13 °C,2025-04-21
"Australia, Western Australia, Eucla",วันจันทร์ 23:45,16 °C,2025-04-21
"Australia, Western Australia, Perth",วันจันทร์ 23:00,24 °C,2025-04-21
"Austria, Vienna, Vienna*",วันจันทร์ 17:00,22 °C,2025-04-21
"Azerbaijan, Baku",วันจันทร์ 19:00,16 °C,2025-04-21
"Bahamas, Nassau*",วันจันทร์ 11:00,25 °C,2025-04-21
"Bahrain, Manama",วันจันทร์ 18:00,31 °C,2025-04-21
"Bangladesh, Dhaka",วันจันทร์ 21:00,32 °C,2025-04-21
"Barbados, Bridgetown",วันจันทร์ 11:00,28 °C,2025-04-21
"Belarus, Minsk",วันจันทร์ 18:00,23 °C,2025-04-21
"Belgium, Brussels, Brussels*",วันจันทร์ 17:00,16 °C,2025-04-21
"Belize, Belmopan",วันจันทร์ 09:00,27 °C,2025-04-21
"Benin, Porto Novo",วันจันทร์ 16:00,32 °C,2025-04-21
"Bermuda, Hamilton*",วันจันทร์ 12:00,20 °C,2025-04-21
"Bhutan, Thimphu",วันจันทร์ 21:00,6 °C,2025-04-21
"Bolivia, La Paz",วันจันทร์ 11:00,6 °C,2025-04-21
"Bosnia-Herzegovina, Sarajevo*",วันจันทร์ 17:00,24 °C,2025-04-21
"Botswana, Gaborone",วันจันทร์ 17:00,26 °C,2025-04-21
"Brazil, Acre, Rio Branco",วันจันทร์ 10:00,27 °C,2025-04-21
"Brazil, Amazonas, Manaus",วันจันทร์ 11:00,29 °C,2025-04-21
"Brazil, Bahia, Salvador",วันจันทร์ 12:00,31 °C,2025-04-21
"Brazil, Ceará, Fortaleza",วันจันทร์ 12:00,30 °C,2025-04-21
"Brazil, Distrito Federal, Brasilia",วันจันทร์ 12:00,27 °C,2025-04-21
"Brazil, Pará, Belém",วันจันทร์ 12:00,30 °C,2025-04-21
"Brazil, Pernambuco, Recife",วันจันทร์ 12:00,28 °C,2025-04-21
"Brazil, Rio de Janeiro, Rio de Janeiro",วันจันทร์ 12:00,22 °C,2025-04-21
"Brazil, São Paulo, São Paulo",วันจันทร์ 12:00,20 °C,2025-04-21
"Brunei, Bandar Seri Begawan",วันจันทร์ 23:00,24 °C,2025-04-21
"Bulgaria, Sofia*",วันจันทร์ 18:00,23 °C,2025-04-21
"Burundi, Bujumbura",วันจันทร์ 17:00,26 °C,2025-04-21
"Burundi, Gitega",วันจันทร์ 17:00,26 °C,2025-04-21
"Cabo Verde, Praia",วันจันทร์ 14:00,27 °C,2025-04-21
"Cambodia, Phnom Penh",วันจันทร์ 22:00,32 °C,2025-04-21
"Cameroon, Yaoundé",วันจันทร์ 16:00,31 °C,2025-04-21
"Canada, Alberta, Calgary*",วันจันทร์ 09:00,1 °C,2025-04-21
"Canada, Alberta, Edmonton*",วันจันทร์ 09:00,-1 °C,2025-04-21
"Canada, British Columbia, Vancouver*",วันจันทร์ 08:00,8 °C,2025-04-21
"Canada, Manitoba, Winnipeg*",วันจันทร์ 10:00,7 °C,2025-04-21
"Canada, New Brunswick, Saint John*",วันจันทร์ 12:00,8 °C,2025-04-21
"Canada, Newfoundland and Labrador, Happy Valley-Goose Bay*",วันจันทร์ 12:00,3 °C,2025-04-21
"Canada, Newfoundland and Labrador, Mary's Harbour*",วันจันทร์ 12:30,2 °C,2025-04-21
"Canada, Newfoundland and Labrador, St. John's*",วันจันทร์ 12:30,3 °C,2025-04-21
"Canada, Northwest Territories, Inuvik*",วันจันทร์ 09:00,-21 °C,2025-04-21
"Canada, Northwest Territories, Yellowknife*",วันจันทร์ 09:00,-8 °C,2025-04-21
"Canada, Nova Scotia, Halifax*",วันจันทร์ 12:00,8 °C,2025-04-21
"Canada, Nunavut, Baker Lake*",วันจันทร์ 10:00,-18 °C,2025-04-21
"Canada, Nunavut, Eureka",วันจันทร์ 10:00,-19 °C,2025-04-21
"Canada, Nunavut, Pond Inlet*",วันจันทร์ 11:00,-9 °C,2025-04-21
"Canada, Nunavut, Resolute Bay*",วันจันทร์ 10:00,-9 °C,2025-04-21
"Canada, Ontario, Ottawa*",วันจันทร์ 11:00,7 °C,2025-04-21
"Canada, Ontario, Toronto*",วันจันทร์ 11:00,6 °C,2025-04-21
"Canada, Quebec, Blanc-Sablon",วันจันทร์ 11:00,3 °C,2025-04-21
"Canada, Quebec, Chibougamau*",วันจันทร์ 11:00,1 °C,2025-04-21
"Canada, Quebec, Kuujjuaq*",วันจันทร์ 11:00,0 °C,2025-04-21
"Canada, Quebec, Montréal*",วันจันทร์ 11:00,8 °C,2025-04-21
"Canada, Quebec, Québec*",วันจันทร์ 11:00,6 °C,2025-04-21
"Canada, Saskatchewan, Regina",วันจันทร์ 09:00,8 °C,2025-04-21
"Canada, Yukon, Whitehorse",วันจันทร์ 08:00,-5 °C,2025-04-21
"Cayman Islands, Grand Cayman, George Town",วันจันทร์ 10:00,27 °C,2025-04-21
"Central African Republic, Bangui",วันจันทร์ 16:00,34 °C,2025-04-21
"Chad, N'Djamena",วันจันทร์ 16:00,43 °C,2025-04-21
"Chile, Easter Island",วันจันทร์ 09:00,20 °C,2025-04-21
"Chile, Punta Arenas",วันจันทร์ 12:00,5 °C,2025-04-21
"Chile, Santiago",วันจันทร์ 11:00,16 °C,2025-04-21
"China, Beijing Municipality, Beijing",วันจันทร์ 23:00,14 °C,2025-04-21
"China, Chongqing Municipality, Chongqing",วันจันทร์ 23:00,21 °C,2025-04-21
"China, Guangdong, Shenzhen",วันจันทร์ 23:00,26 °C,2025-04-21
"China, Jiangsu, Suzhou",วันจันทร์ 23:00,20 °C,2025-04-21
"China, Shanghai Municipality, Shanghai",วันจันทร์ 23:00,20 °C,2025-04-21
"China, Tibet, Lhasa",วันจันทร์ 23:00,20 °C,2025-04-21
"China, Xinjiang, Ürümqi",วันจันทร์ 23:00,14 °C,2025-04-21
"Colombia, Bogota",วันจันทร์ 10:00,16 °C,2025-04-21
"Congo, Brazzaville",วันจันทร์ 16:00,32 °C,2025-04-21
"Congo Dem. Rep., Kinshasa",วันจันทร์ 16:00,32 °C,2025-04-21
"Cook Islands, Rarotonga",วันจันทร์ 05:00,26 °C,2025-04-21
"Costa Rica, San Jose",วันจันทร์ 09:00,23 °C,2025-04-21
"Cote d'Ivoire (Ivory Coast), Abidjan",วันจันทร์ 15:00,31 °C,2025-04-21
"Cote d'Ivoire (Ivory Coast), Yamoussoukro",วันจันทร์ 15:00,32 °C,2025-04-21
"Croatia, Zagreb*",วันจันทร์ 17:00,26 °C,2025-04-21
"Cuba, Havana*",วันจันทร์ 11:00,26 °C,2025-04-21
"Cyprus, Nicosia*",วันจันทร์ 18:00,22 °C,2025-04-21
"Czechia, Prague*",วันจันทร์ 17:00,16 °C,2025-04-21
"Denmark, Copenhagen*",วันจันทร์ 17:00,13 °C,2025-04-21
"Dominica, Roseau",วันจันทร์ 11:00,31 °C,2025-04-21
"Dominican Republic, Santo Domingo",วันจันทร์ 11:00,23 °C,2025-04-21
"Ecuador, Guayaquil",วันจันทร์ 10:00,28 °C,2025-04-21
"Ecuador, Quito",วันจันทร์ 10:00,13 °C,2025-04-21
"Egypt, Cairo",วันจันทร์ 17:00,37 °C,2025-04-21
"El Salvador, San Salvador",วันจันทร์ 09:00,24 °C,2025-04-21
"Equatorial Guinea, Malabo",วันจันทร์ 16:00,32 °C,2025-04-21
"Estonia, Tallinn*",วันจันทร์ 18:00,6 °C,2025-04-21
"Ethiopia, Addis Ababa",วันจันทร์ 18:00,25 °C,2025-04-21
"Falkland Islands, Stanley",วันจันทร์ 12:00,11 °C,2025-04-21
"Faroe Islands, Tórshavn*",วันจันทร์ 16:00,9 °C,2025-04-21
"Fiji, Suva",วันอังคาร 03:00,25 °C,2025-04-21
"Finland, Helsinki*",วันจันทร์ 18:00,7 °C,2025-04-21
"Finland, Kemi*",วันจันทร์ 18:00,4 °C,2025-04-21
"Finland, Rovaniemi*",วันจันทร์ 18:00,2 °C,2025-04-21
"France, Kerguelen, Port-aux-Francais",วันจันทร์ 20:00,6 °C,2025-04-21
"France, Paris, Paris*",วันจันทร์ 17:00,14 °C,2025-04-21
"French Guiana, Cayenne",วันจันทร์ 12:00,31 °C,2025-04-21
"French Polynesia, Tahiti, Papeete",วันจันทร์ 05:00,26 °C,2025-04-21
"Gabon, Libreville",วันจันทร์ 16:00,31 °C,2025-04-21
"Gambia, Banjul",วันจันทร์ 15:00,35 °C,2025-04-21
"Georgia, Tbilisi",วันจันทร์ 19:00,21 °C,2025-04-21
"Germany, Berlin, Berlin*",วันจันทร์ 17:00,17 °C,2025-04-21
"Germany, Hesse, Frankfurt*",วันจันทร์ 17:00,13 °C,2025-04-21
"Ghana, Accra",วันจันทร์ 15:00,32 °C,2025-04-21
"Gibraltar, Gibraltar, Gibraltar*",วันจันทร์ 17:00,20 °C,2025-04-21
"Greece, Athens*",วันจันทร์ 18:00,23 °C,2025-04-21
"Greenland, Danmarkshavn",วันจันทร์ 15:00,-18 °C,2025-04-21
"Greenland, Ittoqqortoormiit*",วันจันทร์ 14:00,-9 °C,2025-04-21
"Greenland, Kangerlussuaq*",วันจันทร์ 14:00,-2 °C,2025-04-21
"Greenland, Nuuk*",วันจันทร์ 14:00,0 °C,2025-04-21
"Greenland, Pituffik*",วันจันทร์ 12:00,-10 °C,2025-04-21
"Grenada, Saint George's",วันจันทร์ 11:00,28 °C,2025-04-21
"Guadeloupe, Guadeloupe, Basse-Terre",วันจันทร์ 11:00,25 °C,2025-04-21
"Guam, Hagåtña",วันอังคาร 01:00,28 °C,2025-04-21
"Guatemala, Guatemala City",วันจันทร์ 09:00,19 °C,2025-04-21
"Guinea, Conakry",วันจันทร์ 15:00,32 °C,2025-04-21
"Guinea-Bissau, Bissau",วันจันทร์ 15:00,38 °C,2025-04-21
"Guyana, Georgetown",วันจันทร์ 11:00,27 °C,2025-04-21
"Haiti, Port-au-Prince*",วันจันทร์ 11:00,28 °C,2025-04-21
"Honduras, Tegucigalpa",วันจันทร์ 09:00,23 °C,2025-04-21
"Hong Kong, Hong Kong",วันจันทร์ 23:00,27 °C,2025-04-21
"Hungary, Budapest*",วันจันทร์ 17:00,23 °C,2025-04-21
"Iceland, Reykjavik",วันจันทร์ 15:00,7 °C,2025-04-21
"India, Bihar, Patna",วันจันทร์ 20:30,35 °C,2025-04-21
"India, Delhi, Delhi",วันจันทร์ 20:30,39 °C,2025-04-21
"India, Delhi, New Delhi",วันจันทร์ 20:30,39 °C,2025-04-21
"India, Karnataka, Bengaluru",วันจันทร์ 20:30,29 °C,2025-04-21
"India, Kerala, Thiruvananthapuram",วันจันทร์ 20:30,31 °C,2025-04-21
"India, Madhya Pradesh, Indore",วันจันทร์ 20:30,38 °C,2025-04-21
"India, Maharashtra, Mumbai",วันจันทร์ 20:30,31 °C,2025-04-21
"India, Maharashtra, Pune",วันจันทร์ 20:30,38 °C,2025-04-21
"India, Odisha, Bhubaneshwar",วันจันทร์ 20:30,33 °C,2025-04-21
"India, Punjab, Ahmedgarh",วันจันทร์ 20:30,38 °C,2025-04-21
"India, Punjab, Ludhiana",วันจันทร์ 20:30,38 °C,2025-04-21
"India, Tamil Nadu, Chennai",วันจันทร์ 20:30,31 °C,2025-04-21
"India, Uttar Pradesh, Varanasi",วันจันทร์ 20:30,40 °C,2025-04-21
"India, West Bengal, Kolkata",วันจันทร์ 20:30,30 °C,2025-04-21
"Indonesia, Bali, Denpasar",วันจันทร์ 23:00,28 °C,2025-04-21
"Indonesia, East Java, Surabaya",วันจันทร์ 22:00,28 °C,2025-04-21
"Indonesia, East Kalimantan, Balikpapan",วันจันทร์ 23:00,26 °C,2025-04-21
"Indonesia, East Kalimantan, Nusantara",วันจันทร์ 23:00,26 °C,2025-04-21
"Indonesia, Jakarta Special Capital Region, Jakarta",วันจันทร์ 22:00,26 °C,2025-04-21
"Indonesia, North Sulawesi, Manado",วันจันทร์ 23:00,26 °C,2025-04-21
"Indonesia, Papua, Jayapura",วันอังคาร 00:00,26 °C,2025-04-21
"Indonesia, South Sulawesi, Makassar",วันจันทร์ 23:00,26 °C,2025-04-21
"Indonesia, West Kalimantan, Pontianak",วันจันทร์ 22:00,25 °C,2025-04-21
"Indonesia, West Papua, Manokwari",วันอังคาร 00:00,27 °C,2025-04-21
"Iran, Tehran",วันจันทร์ 18:30,24 °C,2025-04-21
"Iraq, Baghdad",วันจันทร์ 18:00,34 °C,2025-04-21
"Ireland, Dublin*",วันจันทร์ 16:00,13 °C,2025-04-21
"Isle of Man, Douglas*",วันจันทร์ 16:00,12 °C,2025-04-21
"Israel, Jerusalem*",วันจันทร์ 18:00,25 °C,2025-04-21
"Israel, Tel Aviv*",วันจันทร์ 18:00,25 °C,2025-04-21
"Italy, Milan*",วันจันทร์ 17:00,19 °C,2025-04-21
"Italy, Rome*",วันจันทร์ 17:00,23 °C,2025-04-21
"Jamaica, Kingston",วันจันทร์ 10:00,28 °C,2025-04-21
"Japan, Kobe",วันอังคาร 00:00,14 °C,2025-04-21
"Japan, Kyoto",วันอังคาร 00:00,14 °C,2025-04-21
"Japan, Nagoya",วันอังคาร 00:00,17 °C,2025-04-21
"Japan, Osaka",วันอังคาร 00:00,14 °C,2025-04-21
"Japan, Sapporo",วันอังคาร 00:00,6 °C,2025-04-21
"Japan, Tokyo",วันอังคาร 00:00,15 °C,2025-04-21
"Japan, Yokohama",วันอังคาร 00:00,14 °C,2025-04-21
"Jordan, Amman",วันจันทร์ 18:00,26 °C,2025-04-21
"Kazakhstan, Almaty",วันจันทร์ 20:00,13 °C,2025-04-21
"Kazakhstan, Aqtobe",วันจันทร์ 20:00,21 °C,2025-04-21
"Kazakhstan, Astana",วันจันทร์ 20:00,13 °C,2025-04-21
"Kazakhstan, Oral",วันจันทร์ 20:00,23 °C,2025-04-21
"Kenya, Nairobi",วันจันทร์ 18:00,24 °C,2025-04-21
"Kiribati, Christmas Island, Kiritimati",วันอังคาร 05:00,27 °C,2025-04-21
"Kosovo, Pristina*",วันจันทร์ 17:00,26 °C,2025-04-21
"Kuwait, Kuwait City",วันจันทร์ 18:00,32 °C,2025-04-21
"Kyrgyzstan, Bishkek",วันจันทร์ 21:00,17 °C,2025-04-21
"Laos, Vientiane",วันจันทร์ 22:00,30 °C,2025-04-21
"Latvia, Riga*",วันจันทร์ 18:00,12 °C,2025-04-21
"Lebanon, Beirut*",วันจันทร์ 18:00,20 °C,2025-04-21
"Lesotho, Maseru",วันจันทร์ 17:00,17 °C,2025-04-21
"Liberia, Monrovia",วันจันทร์ 15:00,32 °C,2025-04-21
"Liechtenstein, Vaduz*",วันจันทร์ 17:00,18 °C,2025-04-21
"Lithuania, Vilnius*",วันจันทร์ 18:00,24 °C,2025-04-21
"Luxembourg, Luxembourg*",วันจันทร์ 17:00,11 °C,2025-04-21
"Madagascar, Antananarivo",วันจันทร์ 18:00,20 °C,2025-04-21
